tt11096888	tvMovie	A Christmas Movie Christmas	2019	85	Comedy,Fantasy,Romance
tt10642154	tvMovie	Christmas Reservations	2019	86	Comedy,Drama,Romance
tt10481792	movie	Christmas with a Prince: Becoming Royal	2019	93	Romance
tt9382100	tvMovie	Love Alaska	2019	95	Romance
tt7919184	tvMovie	Pride and Prejudice, Cut	2019	87	Romance
tt9760234	tvMovie	Made for You, with Love	2019	86	Comedy,Drama,Romance
tt10346362	tvMovie	Eat, Drink and be Married	2019	84	Romance
tt4286666	movie	In-Lawfully Yours	2016	85	Comedy,Romance
tt10053944	tvMovie	The Dating List	2019	83	Comedy,Romance
tt10177634	tvMovie	A Christmas Princess	2019	90	Comedy,Romance
tt8420670	tvMovie	Last Vermont Christmas	2018	76	Drama,Family,Romance
tt8974850	tvMovie	A Godwink Christmas	2018	85	Drama,Romance
tt9033308	tvMovie	Welcome to Christmas	2018	90	Family,Romance
tt9101480	tvMovie	A Christmas in Tennessee	2018	87	Comedy,Family,Romance
tt8451018	tvMovie	Poinsettias for Christmas	2018	86	Family
tt8613908	tvMovie	The Christmas Contract	2018	89	Drama,Family,Romance
tt8732914	tvMovie	Road to Christmas	2018	84	Comedy,Drama,Romance
tt8587650	tvMovie	Christmas Joy	2018	84	Family,Romance
tt8694374	tvMovie	Christmas at Graceland	2018	85	Comedy,Drama,Family
tt7616668	tvMovie	Christmas Next Door	2017	86	Family,Romance
tt7630836	tvMovie	Christmas Connection	2017	83	Drama,Family,Romance
tt7557728	tvMovie	Christmas at Holly Lodge	2017	84	Drama,Family,Romance
tt7704762	tvMovie	Christmas in Angel Falls	2017	84	Comedy,Drama,Romance
tt7696976	tvMovie	A Joyous Christmas	2017	83	Drama,Family,Romance
tt5921218	tvMovie	The Mistletoe Promise	2016	84	Comedy,Drama,Family
tt10975992	movie	Mistletoe & Menorahs	2019	85	Drama,Romance
tt9543238	movie	Starting Up Love	2019	77	Romance
tt5971394	tvMovie	The Wedding Do Over	2018	90	Family
tt9749144	movie	Love on the Rise	2020	86	Drama,Romance
tt9730696	movie	Law of Attraction	2020	84	Romance
tt11864126	tvMovie	Love on Harbor Island	2020	80	Comedy,Drama,Family
tt5864238	tvMovie	Can't Buy My Love	2017	90	Family,Romance
tt10388558	tvMovie	Home for Harvest	2019	86	Romance
tt10783168	movie	The Baby Proposal	2019	89	Romance
tt10471748	tvMovie	Random Acts of Christmas	2019	88	Drama,Family,Romance
tt10952042	tvMovie	It's Beginning to Look a Lot Like Christmas	2019	83	Comedy,Romance
tt10791618	tvMovie	Forever in My Heart	2019	88	Romance
tt11644218	movie	London Love Story	2016	89	Drama,Romance
tt11644304	movie	London Love Story 2	2017	101	Drama,Romance
tt11272506	tvMovie	Love in Winterland	2020	83	Drama,Romance
tt10345008	tvMovie	Write Before Christmas	2019	84	Drama,Romance
tt10922658	tvMovie	Christmas Under the Stars	2019	82	Drama,Romance
tt10921042	tvMovie	Christmas at the Plaza	2019	84	Drama,Romance
tt10768312	tvMovie	Check Inn to Christmas	2019	84	Drama,Romance
tt10667026	tvMovie	The Christmas Club	2019	84	Drama,Family,Romance
tt10925434	tvMovie	Holiday Hearts	2019	86	Romance
tt10650610	tvMovie	Sense, Sensibility & Snowmen	2019	83	Romance
tt10922632	tvMovie	Angel Falls: A Novel Holiday	2019	\N	Fantasy,Romance
tt10768456	tvMovie	Holiday Date	2019	84	Comedy,Drama,Romance
tt10768328	tvMovie	Double Holiday	2019	84	Drama,Romance
tt11151688	tvMovie	Christmas in Montana	2019	82	Drama,Romance
tt11068326	tvMovie	Time for You to Come Home for Christmas	2019	84	Drama,Romance
tt10925460	tvMovie	Christmas in Evergreen: Tidings of Joy	2019	85	Romance
tt11171322	tvMovie	Our Christmas Love Song	2019	82	Drama,Music,Romance
tt8416396	tvMovie	Cherished Memories: A Gift to Remember 2	2019	86	Comedy,Drama,Family
tt10344956	tvMovie	Christmas in Rome	2019	90	Drama,Romance
tt11439610	tvMovie	Winter in Vail	2020	84	Comedy,Drama,Romance
tt11193190	tvMovie	A Homecoming for the Holidays	2019	84	Drama,Family,Romance
tt11100776	tvMovie	Christmas on My Mind	2019	84	Comedy,Drama,Romance
tt10344986	tvMovie	Christmas Town	2019	80	Drama,Romance
tt10627564	tvMovie	Christmas at Dollywood	2019	83	Drama,Family,Romance
tt9747440	tvMovie	A Christmas Love Story	2019	84	Drama,Music,Romance
tt11439618	tvMovie	Hearts of Winter	2020	83	Drama,Romance
tt11662610	tvMovie	Matching Hearts	2020	84	Drama,Romance
tt11274564	tvMovie	Love on Iceland	2020	83	Comedy,Romance
tt11274306	tvMovie	A Valentine's Match	2020	82	Drama,Romance
tt11421396	tvMovie	The Secret Ingredient	2020	82	Comedy,Drama,Romance
tt10297640	tvMovie	Amazing Winter Romance	2020	83	Comedy,Drama,Romance
tt10606866	tvMovie	Love in Store	2020	82	Drama,Romance
tt11656836	tvMovie	Just My Type	2020	84	Comedy,Drama,Romance
tt11348950	tvMovie	You're Bacon Me Crazy	2020	82	Romance
tt11836852	tvMovie	Love in the Forecast	2020	82	Comedy,Romance
tt11808612	tvMovie	Fashionably Yours	2020	84	Comedy,Romance
tt8531658	tvMovie	Love & Glamping	2020	83	Comedy,Romance
tt11686340	tvEpisode	A Fatal Romance	2020	84	Crime,Mystery,Romance
tt11686304	tvEpisode	Prediction Murder	2020	\N	Crime
tt10782366	tvMovie	Love Under the Olive Tree	2020	82	Drama,Romance
tt9702698	movie	Timeless Love	2019	85	Drama,Romance
tt8890158	movie	Prescription for Love	2019	89	Drama,Romance
tt10709062	tvEpisode	Her Last Breath	2019	84	Crime
tt8783262	tvEpisode	A Killer Engagement	2019	\N	Crime,Mystery,Romance
tt8498352	tvEpisode	Morning Show Mystery: Murder on the Menu	2018	83	Drama,Mystery
tt9822254	tvEpisode	Morning Show Mysteries: A Murder in Mind	2019	84	Drama,Mystery
tt10228590	tvEpisode	Morning Show Mysteries: Death by Design	2019	84	Drama,Mystery
tt10189570	tvEpisode	Morning Show Mysteries: Countdown to Murder	2019	83	Drama,Mystery
tt7785090	tvEpisode	Morning Show Mystery: Mortal Mishaps	2018	\N	Drama,Mystery
tt7946586	tvEpisode	Hailey Dean Mystery: 2 + 2 = Murder	2018	120	Crime,Drama,Mystery
tt7879372	tvEpisode	Past Malice: An Emma Fielding Mystery	2018	120	Mystery
tt5541330	tvEpisode	Flower Shop Mystery: Dearly Depotted	2016	120	Crime,Drama,Mystery
tt5459456	tvEpisode	Flower Shop Mystery: Snipped in the Bud	2016	120	Crime,Drama,Mystery
tt5211694	tvEpisode	Flower Shop Mystery: Mum's the Word	2016	83	Crime,Drama,Mystery
tt6203026	tvEpisode	Hailey Dean Mystery: Murder, with Love	2016	85	Crime,Drama,Mystery
tt6697760	tvEpisode	Hailey Dean Mystery: Deadly Estate	2017	90	Crime,Drama,Mystery
tt3600960	tvEpisode	The Gourmet Detective	2015	120	Crime,Drama,Mystery
tt10709020	tvEpisode	Picture Perfect Mysteries: Dead Over Diamonds	2020	82	Crime,Mystery,Romance
tt8049772	tvMovie	Deadly Deed: A Fixer Upper Mystery	2018	90	Crime,Drama,Mystery
tt6343348	tvMovie	Framed for Murder: A Fixer Upper Mystery	2017	84	Crime,Drama,Mystery
tt6740584	tvMovie	Concrete Evidence: A Fixer Upper Mystery	2017	90	Crime,Drama,Mystery
tt9794314	tvEpisode	More Bitter Than Death	2019	90	Mystery
tt6973942	tvEpisode	Site Unseen: An Emma Fielding Mystery	2017	120	Mystery
tt10210182	movie	Christmas a la Mode	2019	87	Drama,Romance
tt10799008	tvMovie	A Date by Christmas Eve	2019	93	Comedy,Drama,Fantasy
tt11290298	tvMovie	Christmas Stars	2019	88	Comedy,Drama,Music
tt10482348	tvMovie	A Christmas Wish	2019	90	Comedy,Drama,Family
tt10149756	tvMovie	Matchmaker Christmas	2019	90	Drama,Romance
tt10963986	tvMovie	Magical Christmas Shoes	2019	87	Comedy
tt10623478	tvMovie	Christmas Love Letter	2019	86	Drama,Romance
tt10964346	tvMovie	Grounded for Christmas	2019	86	Comedy,Romance
tt10964186	tvMovie	Christmas 9 to 5	2019	87	Drama
tt10964168	tvMovie	Twinkle All the Way	2019	87	Comedy,Romance
tt10887870	tvMovie	A Sweet Christmas Romance	2019	87	Romance
tt10154790	tvMovie	Picture Perfect Royal Christmas	2020	90	Family,Romance
tt2964360	tvMovie	Finding Normal	2013	90	Comedy
tt8319098	tvMovie	Yes, I Do	2018	79	Romance
tt7034316	tvMovie	Eat, Play, Love	2017	83	Comedy,Romance
tt3741678	tvMovie	Paper Angels	2014	90	Drama
tt7657428	tvMovie	Snowmance	2017	90	Comedy,Drama,Family
tt7999950	movie	Every Other Holiday	2018	90	Drama,Family,Romance
