tt11644218	7.4	53
tt11644304	7.8	44
tt11272506	6.4	1047
tt10345008	7.0	2412
tt10922658	6.8	1759
tt10921042	6.6	2460
tt10768312	6.9	1285
tt10667026	6.8	1259
tt10925434	6.6	956
tt10650610	6.5	1419
tt10922632	6.3	863
tt10768456	6.4	1301
tt10768328	6.9	1135
tt11151688	6.8	933
tt11068326	7.1	907
tt10925460	6.5	1363
tt11171322	6.4	897
tt8416396	6.2	843
tt10344956	6.8	1901
tt11439610	7.1	1365
tt11193190	6.7	808
tt11100776	6.6	1214
tt10344986	6.8	1690
tt10627564	6.2	1060
tt9747440	7.0	1367
tt11439618	6.8	868
tt11662610	6.8	1172
tt11274564	6.4	1103
tt11274306	6.8	1039
tt11421396	6.9	1028
tt10297640	6.1	810
tt10606866	6.5	1066
tt11656836	6.9	1375
tt11348950	6.7	968
tt11836852	6.3	949
tt11808612	6.2	728
tt8531658	6.4	981
tt11686340	6.6	484
tt11686304	6.8	648
tt10782366	6.3	817
tt9702698	7.0	1306
tt8890158	6.3	892
tt10709062	6.8	698
tt8783262	6.6	653
tt8498352	6.4	459
tt9822254	6.5	406
tt10228590	6.6	375
tt10189570	6.5	390
tt7785090	6.5	583
tt7946586	6.6	578
tt7879372	6.4	723
tt5541330	6.4	833
tt5459456	6.4	845
tt5211694	6.3	1057
tt6203026	6.7	821
tt6697760	6.7	781
tt3600960	6.7	1308
tt10709020	6.6	529
tt8049772	6.8	834
tt6343348	6.8	1212
tt6740584	6.9	970
tt9794314	6.6	601
tt6973942	6.3	867
tt10210182	6.5	906
tt10799008	5.9	480
tt11290298	6.3	370
tt10482348	6.3	809
tt10149756	6.1	532
tt10963986	6.3	513
tt10623478	6.2	502
tt10964346	6.4	947
tt10964186	6.2	572
tt10964168	6.4	881
tt10887870	6.3	659
tt10154790	5.6	312
tt2964360	6.3	1866
tt8319098	5.9	1035
tt7034316	6.1	1298
tt3741678	6.6	596
tt7657428	5.2	817
tt7999950	6.9	792
tt8583694	6.4	829
tt10298432	5.8	470
tt11230402	5.1	233
tt8708564	4.8	597
tt9164986	7.4	4046
tt6615240	5.6	656
tt3214240	6.8	3309
tt2395247	6.4	3490
tt6764496	6.0	832
tt6478538	6.0	1294
tt4789290	6.4	1006
tt4555594	5.5	1776
tt5990386	5.9	588
tt6862864	5.4	268
tt11241514	5.0	928
tt10582422	6.8	374
tt0385013	6.2	1832
tt6720438	5.3	245
tt0420683	5.6	2275
tt5319656	5.6	646
tt1684914	6.1	987
tt2475914	5.0	1318
tt7074092	4.4	5866
tt8041006	5.2	4481
tt5231402	6.0	1721
tt7069196	5.5	970
tt10953626	5.9	484
tt7736656	6.0	938
tt3210376	5.4	561
tt5073652	5.6	1183
tt2566858	5.3	1011
tt10887838	5.7	381
tt10964214	5.8	426
tt6791000	6.5	1985
tt5062762	6.5	1422
tt5070196	6.6	2180
tt6303962	6.0	909
tt6658510	5.9	776
tt5266444	6.1	745
tt9296692	5.7	440
tt7642558	6.0	1225
tt5237552	7.1	1611
tt4364882	6.4	553
tt2665200	6.4	2301
tt7001906	6.1	1600
tt10493490	6.9	1147
tt3131532	6.3	1718
tt10295168	6.1	546
tt5518792	5.5	326
tt6503354	5.9	897
tt4137596	6.3	1076
tt9636630	4.9	640
tt6279602	6.8	2223
tt3626180	7.3	3123
tt7692814	5.2	953
tt7855292	7.1	330
tt7756084	5.9	484
tt9912890	5.2	61
tt12110636	4.7	340
tt6364638	5.1	589
tt10768410	6.3	944
tt10887846	6.1	404
tt10309574	6.6	374
tt10583460	6.1	453
tt6338374	6.1	1594
tt6167116	6.1	1761
tt5182120	6.0	1942
tt5863634	6.2	1246
tt5485456	6.3	982
tt6132948	6.6	1510
tt10118110	5.6	371
tt4177742	6.5	1840
tt3131456	6.9	3593
tt3118746	5.5	1087
tt2374486	6.8	2215
tt4065324	6.0	1314
tt2994382	6.8	2052
tt10873852	5.6	458
tt9815084	5.8	539
tt10979386	5.3	338
tt5334108	6.3	562
tt4417186	6.7	926
tt10921256	5.5	439
tt8354006	5.7	696
tt3210984	6.3	706
tt3320502	6.8	2794
tt4159212	6.7	2110
tt1264895	6.3	1547
tt12648956	6.4	11
tt4065316	6.5	1885
tt2214864	6.2	927
tt1068284	6.0	2479
tt4843046	6.2	1800
tt5779686	6.1	632
tt1895321	6.2	2405
tt3911058	6.0	609
tt1893218	6.5	2769
tt3595848	6.4	1769
tt2094146	7.0	1143
tt7942116	7.6	655
tt10768348	6.3	1143
tt11707320	6.1	594
tt0425468	6.6	1862
tt5779862	6.4	822
tt3004544	6.1	1866
tt2460976	6.5	2496
tt7635550	4.7	181
tt6398464	6.4	1501
tt2304098	5.5	1168
tt4943236	5.3	831
tt4276834	5.6	1143
tt5210048	5.8	1438
tt13350688	6.4	1341
tt12877642	6.2	1090
tt11847642	6.7	1007
tt13344860	6.5	1033
tt13057170	6.6	894
tt12773628	7.1	1772
tt12822926	7.2	1596
tt12792442	6.2	771
tt11738870	6.2	782
tt12972410	6.2	571
tt10887492	6.3	1121
tt8611700	3.8	247
tt11508080	5.4	464
tt13085592	5.4	718
tt12587514	5.8	666
tt10777644	6.4	468
tt12660882	6.8	924
tt13356044	6.6	787
tt13192538	6.8	1494
tt6540706	6.3	868
tt13097858	5.9	993
tt12950902	6.1	1841
tt12766346	6.5	1268
tt12579258	5.8	401
tt13341414	7.1	2210
tt12557978	5.6	696
tt13206476	7.2	1567
tt13109730	7.0	1293
tt13267034	6.5	870
tt13121702	6.0	603
tt13194940	5.7	721
tt13040330	6.8	1332
tt13197624	6.6	1158
tt13169850	7.1	1137
tt13320784	7.1	1846
tt13243610	6.5	866
tt11348926	7.1	906
tt12997976	6.1	1139
tt13064420	6.4	562
tt13147954	6.5	438
tt12932550	6.1	506
tt11753704	5.2	499
tt11828420	6.1	507
tt12988016	6.9	723
tt12787842	6.0	771
tt12968696	6.4	501
tt12843484	5.8	321
tt13341432	6.2	1079
tt13341400	6.5	1273
tt13341848	6.8	941
tt11929008	6.0	746
tt12987036	5.5	404
tt8954890	5.5	433
tt11740766	6.2	358
tt11060626	5.8	180
tt13176816	7.7	749
tt13025202	7.7	878
tt13174740	7.6	173
tt13174750	7.3	357
tt13018906	7.5	272
tt13197674	7.3	323
tt7714136	7.0	1798
tt13174748	7.7	357
tt13845504	5.8	327
tt10650924	6.2	1233
tt10516322	7.0	1227
tt13246926	6.6	948
tt13341592	6.7	1172
tt13273744	6.1	905
tt6284950	6.1	1438
tt8667202	5.2	1593
tt8523028	5.5	1335
tt13606088	7.2	1206
tt13606148	6.1	907
tt13606142	6.3	653
tt11348956	6.5	722
tt11363582	6.7	906
tt13831504	7.1	1367
tt13605268	6.6	622
tt13827742	5.5	655
tt13737848	6.4	748
tt13110420	6.6	914
tt14039028	5.9	714
tt14039046	6.7	691
tt13775584	7.0	1132
tt10887358	6.1	508
tt14039078	6.8	731
tt14113198	7.7	167
tt14107648	6.3	382
tt13839188	6.0	290
tt13012364	6.4	200
tt12739938	6.3	473
tt14012034	6.1	226
tt13503476	5.5	136
tt13972476	5.7	11
tt13357086	6.1	243
tt13843828	5.8	67
tt13897490	5.2	177
tt12529748	6.4	431
tt13893668	5.5	233
tt14149826	5.5	151
tt13887620	6.3	311
tt12899520	5.7	144
tt13893970	5.9	287
tt14149740	6.3	44
tt11388822	6.1	752
tt14477372	6.9	921
tt14606600	6.2	644
tt13273728	5.7	895
tt12316630	5.7	342
tt11916012	6.3	472
tt13099852	5.8	445
tt13342238	7.1	996
tt3461912	5.8	1004
tt11585200	7.1	1611
tt6604438	5.5	325
tt13356246	7.1	1026
tt13381368	7.1	1248
tt3918776	6.3	1356
tt3630228	6.1	1077
tt4364866	6.3	658
tt13357258	6.8	887
tt11192852	6.1	597
tt4364338	6.3	1152
tt4364860	6.2	1095
tt2816628	6.4	717
tt4364862	5.9	651
tt4067256	6.5	2217
tt5828874	6.2	1982
tt4368496	6.5	2422
tt7064954	6.1	1114
tt6937070	6.4	1512
tt2998888	6.1	567
tt2640502	6.4	995
tt5039242	5.9	887
tt7726196	6.0	300
tt6097984	5.7	267
tt4743248	6.4	513
tt2202800	6.5	310
tt5127934	5.7	382
tt2188926	5.9	740
tt1455270	5.6	334
tt0486420	7.3	2165
tt1684907	7.0	1144
tt3108318	5.2	334
tt4041278	5.8	261
tt1672621	7.0	928
tt11844502	5.3	274
tt12567442	6.2	161
tt13842628	6.1	384
tt13345816	5.5	71
tt11399362	6.2	472
tt12932534	5.5	199
tt13342180	5.8	469
tt13286622	6.3	841
tt13189798	6.2	630
tt11666938	6.0	577
tt13342118	6.3	721
tt12953542	5.4	436
tt10854916	4.6	526
tt13273702	6.1	1102
tt13341908	6.1	645
tt13189624	5.9	516
tt11615500	5.7	589
tt13341368	5.8	386
tt13403210	5.6	253
tt12821388	6.0	341
tt13342190	6.8	878
tt12921552	5.8	199
tt14219458	5.7	263
tt10964532	5.5	379
tt13013696	6.6	170
tt14200814	6.0	304
tt14444018	6.5	249
tt13526660	6.7	20
tt13697800	5.5	121
tt12756656	4.9	226
tt12228496	6.1	228
tt13303456	5.7	422
tt12539024	4.7	268
tt11192714	6.2	385
tt6699114	6.2	1015
tt4122118	6.5	1128
tt4769430	6.4	1403
tt12145636	6.6	84
tt12389030	6.3	304
tt10920660	6.5	372
tt12965420	6.3	368
tt10808294	6.3	470
tt13484446	6.0	189
tt7140696	6.1	697
tt0284123	7.2	1000
tt14182842	7.4	212
tt8659750	5.1	969
tt8497680	8.3	956
tt12786794	6.6	193
tt13176206	6.4	162
tt12829388	6.7	177
tt14695276	6.5	663
tt13454498	6.2	1166
tt13147656	6.9	2125
tt1709157	7.5	5762
tt13178100	7.1	275
tt13341408	7.0	703
tt3804730	6.0	1495
tt4434688	6.5	7250
tt4065212	4.6	1656
tt8322908	5.3	1405
tt7736536	5.5	178
tt6398360	5.5	987
tt7429362	5.7	1030
tt5105666	5.3	670
tt9134798	6.3	382
tt12986254	6.2	1057
tt2355762	7.1	3259
tt13888054	5.4	226
tt6295106	5.9	559
tt4882698	5.7	466
tt1761017	6.1	426
tt7042800	5.9	485
tt15117586	5.8	217
tt8125466	6.1	400
tt6382412	6.5	1303
tt2339647	6.1	560
tt3593916	5.7	461
tt1355235	6.3	645
tt14757296	6.3	780
tt14605426	6.9	890
tt14500264	6.2	689
tt14549712	6.3	779
tt14632158	6.7	710
tt14885506	6.4	509
tt14790908	7.1	17
tt14681620	6.1	321
tt14809392	7.1	870
tt13055752	6.8	164
tt14833702	6.5	612
tt14951434	7.4	188
tt14861278	5.4	73
tt13983454	7.3	47
tt14489062	7.1	57
tt14250266	7.3	52
tt14256092	6.3	282
tt13983288	6.5	78
tt13098300	7.1	14
tt13357264	4.3	62
tt5052038	6.1	679
tt5670842	5.9	258
tt4462668	6.5	774
tt9690756	4.8	305
tt14587370	5.9	90
tt14200784	5.1	37
tt14758476	5.8	255
tt4587740	6.1	1935
tt9217772	5.4	805
tt1446201	5.6	2452
tt14462016	8.2	5
tt14060986	6.6	286
tt14723400	5.2	224
tt14641148	5.1	246
tt14958958	6.3	26
tt14008268	8.3	7
tt8957414	6.9	718
tt14074562	6.4	63
tt15209944	7.0	577
tt14909414	5.5	77
tt15205728	6.0	189
tt4222522	6.8	1148
tt3579250	6.3	945
tt9217732	5.4	606
tt11060704	5.8	457
tt15102772	6.2	539
tt15214826	6.3	292
tt2415468	6.0	629
tt4622202	5.9	625
tt15208950	7.2	506
tt14913290	6.3	356
tt15112934	6.4	592
tt15215420	5.8	289
tt15214870	8.4	438
tt15214710	6.1	581
tt15209000	7.1	702
tt15187842	6.3	326
tt15197106	5.3	249
tt13526198	6.1	204
tt13369758	6.8	13
tt15205430	5.7	951
tt13342004	6.0	578
tt13956548	5.5	22
tt14488126	5.6	46
tt12536348	6.2	91
tt14502376	5.5	238
tt15010346	6.4	264
tt14850192	5.5	162
tt13438634	5.2	112
tt13438628	5.7	151
tt11013606	6.9	48
tt13401252	6.1	228
tt13826702	5.4	317
tt13213470	7.0	163
tt1492820	6.4	1791
tt6288876	6.6	2247
tt3346986	6.0	1429
tt4766018	6.3	2180
tt3783746	6.4	2550
tt4921846	5.9	460
tt5204384	6.5	2071
tt4146410	5.7	1175
tt1327788	7.4	4134
tt10926350	7.0	1414
tt3647110	5.9	1340
tt1519929	7.4	1152
tt2402095	6.4	1649
tt3015110	5.8	1522
tt6111830	5.1	582
tt1910501	6.3	1689
tt7370936	6.5	2531
tt6264244	6.2	699
tt7030432	6.4	2255
tt5265662	5.9	2461
tt1807892	6.0	3915
tt2417134	6.6	2439
tt3169000	6.0	1726
tt2289406	5.4	694
tt0193732	5.9	160
tt0217066	7.0	476
tt0224816	6.1	746
tt0257679	5.8	293
tt0255605	5.8	4535
tt0267693	6.6	374
tt0299134	6.8	404
tt0338410	5.5	546
tt0338434	7.6	1624
tt0343531	7.0	1136
tt0340380	6.9	1651
tt0345591	7.4	6255
tt0352188	5.6	261
tt0370987	6.6	654
tt0363827	5.1	266
tt0368382	6.4	247
tt0342639	6.6	781
tt0349529	5.7	402
tt0261203	6.1	2368
tt0363728	6.0	1228
tt0375139	6.5	331
tt0364603	6.6	366
tt0357648	7.1	1167
tt0402260	5.9	366
tt0399281	6.1	175
tt0418315	5.8	818
tt0402348	7.1	3373
tt0413900	5.9	1464
tt0385567	6.5	3216
tt0403120	5.9	554
tt0441733	7.0	333
tt0433562	5.4	766
tt0420818	6.2	358
tt0419816	6.8	569
tt0446769	7.3	644
tt0184799	6.4	528
tt0457477	6.5	1132
tt0491722	5.8	950
tt0466831	6.5	523
tt0453486	5.9	658
tt0473376	7.4	386
tt0499580	6.9	683
tt0433575	6.4	355
tt0399301	6.3	259
tt0463959	5.5	338
tt0472576	6.4	370
tt0906664	6.0	226
tt0866438	5.6	446
tt0929864	7.1	1575
tt4667832	5.8	469
tt0995065	6.6	609
tt1001491	5.5	550
tt0926284	4.4	181
tt0950740	6.9	1217
tt10720816	6.5	781
tt1112097	5.7	1084
tt1146321	6.7	785
tt0960143	7.1	1277
tt0486506	6.7	1240
tt1118040	6.7	240
tt1145852	6.1	523
tt1105729	7.2	4092
tt0498360	7.3	4876
tt1097649	6.7	1796
tt1111880	5.7	534
tt1202521	5.4	161
tt11464390	8.2	5
tt1146439	5.4	422
tt1249299	5.8	325
tt1275626	6.2	565
tt1224368	6.0	196
tt1227777	6.6	265
tt13204314	6.6	14
tt1320431	5.5	458
tt1285239	6.7	624
tt1272019	6.3	505
tt1338590	6.3	377
tt1327812	5.8	423
tt1312251	7.2	2110
tt1318522	6.0	1197
tt1225826	6.0	186
tt1252330	6.5	170
tt12695606	7.4	69
tt1269560	6.9	1371
tt1264894	6.4	209
tt0325706	6.2	583
tt1340795	6.4	445
tt1335977	5.0	470
tt1434457	4.7	261
tt1323030	6.5	213
tt0829317	5.7	515
tt1367239	5.5	323
tt1307064	7.0	1062
tt1415256	5.5	431
tt1346242	6.2	475
tt13164140	8.1	19
tt1316414	6.0	995
tt1420568	5.9	551
tt1431115	6.7	2833
tt1410013	7.0	584
tt1542767	6.3	408
tt1297854	6.3	480
tt1299366	6.2	381
tt1410068	6.2	859
tt1525359	6.4	772
tt1531908	5.9	241
tt1509119	5.8	442
tt1324060	6.4	172
tt1498574	6.3	962
tt1526745	6.5	749
tt15267458	8.0	18
tt1738342	6.3	899
tt1560779	7.3	1990
tt1567140	5.7	681
tt1720276	5.8	798
tt1708459	6.8	2061
tt1708658	7.6	1794
tt1714827	6.7	914
tt1646894	5.9	592
tt1761007	5.0	403
tt1785645	5.5	289
tt1785395	5.6	523
tt1721625	5.5	788
tt1496009	5.4	140
tt1737583	5.9	289
tt1779089	6.0	305
tt1559309	5.8	634
tt1698639	5.5	813
tt1754513	5.8	847
tt1561770	6.3	1827
tt15617706	7.6	30
tt1816698	6.4	747
tt1732169	7.1	1040
tt1637652	5.7	172
tt1754400	5.5	349
tt1733737	5.5	849
tt1849218	5.0	508
tt1874757	7.1	1742
tt2078672	6.5	724
tt2039366	5.6	1168
tt1733111	5.7	569
tt2039389	6.0	720
tt1577038	6.6	1808
tt2008491	7.0	1588
tt1083448	6.4	8115
tt2039390	5.5	565
tt2006707	5.7	437
tt2112127	6.6	1455
tt1773067	5.4	350
tt1743378	6.9	695
tt1849868	6.7	1714
tt2214935	5.1	353
tt1871241	6.2	450
tt2321445	5.9	337
tt2190316	5.5	417
tt2273004	7.1	1570
tt2376246	5.6	775
tt2415496	6.8	1807
tt2339739	6.2	658
tt2415112	6.6	3945
tt2376272	6.2	918
tt1699498	5.7	604
tt2082289	5.2	552
tt1278027	5.7	1086
tt2288568	5.7	759
tt2673674	5.8	261
tt2770480	7.0	11568
tt2317171	6.3	735
tt2462824	5.5	386
tt3102360	5.5	758
tt3106464	6.9	1391
tt2866296	6.5	716
tt3592718	7.6	2364
tt2362991	6.6	1946
tt2963232	5.0	3926
tt2273024	7.2	1420
tt3101386	5.9	966
tt2639488	5.4	442
tt2256761	4.8	309
tt1838735	5.2	431
tt2212670	6.1	581
tt2796792	5.9	291
tt3242640	5.5	219
tt3354866	5.8	997
tt3197176	7.1	1376
tt3889642	7.2	3857
tt4160132	6.9	1130
tt3725224	6.1	1325
tt3946792	5.4	500
tt4309834	6.2	1346
tt4380748	6.2	1942
tt4526950	6.1	1953
tt4539828	6.9	1455
tt4505830	7.3	2803
tt5056034	6.4	1768
tt5133572	6.9	4706
tt5014528	6.5	2456
tt5775370	6.3	859
tt6215212	6.1	1749
tt6263260	6.5	1776
tt6217490	5.8	975
tt6349282	6.5	1286
tt3004852	7.0	1385
tt3958180	6.2	842
tt4065336	7.6	1320
tt4662412	7.7	1116
tt5026308	7.8	859
tt5084214	7.9	874
tt5860940	6.1	2458
tt7131334	6.9	1630
tt7243076	6.7	1373
tt7038614	6.7	2067
tt6173488	6.4	1076
tt7936510	6.5	1219
tt7598968	6.6	1727
tt8456396	6.2	555
tt8466726	6.7	1478
tt8826626	6.6	1188
tt8351424	5.4	370
tt6634632	6.5	1310
tt2377132	5.7	3121
tt0201513	7.3	54
tt0351258	8.2	53
tt5664072	6.5	45
tt0102842	7.3	2149
tt0192573	6.8	951
tt0108159	7.2	1008
tt0262682	6.5	531
tt0938291	5.6	414
tt1670269	5.2	1240
tt7116712	6.5	985
tt8589788	7.2	1009
tt8989874	6.6	1152
tt9163780	7.5	246
tt3729860	6.4	513
tt4698740	6.3	791
tt0248415	5.3	321
tt0140340	7.3	2079
tt16047670	7.3	929
tt15943510	7.5	832
tt16047292	5.4	328
tt15502006	7.4	668
tt15397946	7.2	837
tt16047114	6.3	467
tt15348352	6.8	735
tt15655480	6.6	781
tt14951396	7.5	428
tt13174688	7.1	286
tt13303050	7.0	209
tt10302982	5.8	344
tt14940196	6.9	327
tt10922620	6.3	538
tt5917230	7.5	766
tt4666722	5.9	369
tt10926390	5.8	372
tt15822830	7.6	201
tt10244894	6.8	565
tt10244898	6.9	532
tt10244900	7.1	452
tt10369966	7.2	937
tt10709048	7.3	833
tt10709058	7.4	832
tt10768536	6.8	907
tt10929864	7.2	500
tt11617476	6.9	699
tt11686316	6.8	306
tt11686346	7.4	794
tt11686354	7.2	400
tt13365786	7.0	570
tt13582526	7.5	527
tt13732354	7.2	434
tt14376526	6.9	297
tt3918546	7.0	1105
tt4460190	7.0	1014
tt4621642	6.6	1686
tt4658324	6.9	984
tt4933782	6.9	1378
tt5135532	7.0	882
tt5672502	7.1	903
tt5673202	6.8	1215
tt5916786	6.8	870
tt6619330	6.9	768
tt7197596	6.9	692
tt7235014	6.8	665
tt7235362	6.9	671
tt7235496	7.0	652
tt7768286	6.9	1084
tt8305372	7.0	812
tt8710040	7.2	453
tt9450768	7.2	634
tt9679608	7.1	1393
tt9759888	7.0	909
tt9759894	6.9	886
tt9759902	7.1	501
tt9760202	7.0	85
tt9876822	6.9	629
tt13019570	7.7	135
tt16287754	7.8	658
